#
# gene-loops.csv
# This is the new, symmetrized, data-scrubed version for the triangles.
#
# Rank-ordered counts
#
1	MYC	236954.0
2	KIAA1429	201524.0
3	TRIM25	187986.0
4	NTRK1	187274.0
5	EFTUD2	186176.0
6	CUL3	171366.0
7	PHB	170004.0
8	LARP7	153618.0
9	RECQL4	144614.0
10	BRCA1	142596.0
11	TP53	137184.0
12	ESR2	133868.0
13	CAND1	132042.0
14	UBC	126504.0
15	MCM2	124278.0
16	NPM1	120804.0
17	PRPF8	117666.0
18	HNRNPU	117264.0
19	HNRNPA1	116742.0
20	CHD4	115950.0
21	HEXIM1	110046.0
22	XPO1	107394.0
23	HSPA8	105750.0
24	ELAVL1	105156.0
25	MEPCE	101370.0
26	CUL1	99714.0
27	COPS5	99378.0
28	CHD3	98532.0
29	EGFR	96810.0
30	RPS6	96000.0
31	CTNNB1	93282.0
32	VCP	92952.0
33	ESR1	91254.0
34	HSP90AA1	90114.0
35	FN1	89730.0
36	CDK2	84954.0
37	NCL	83982.0
38	EGLN3	83862.0
39	APP	81624.0
40	AGR2	80688.0
41	CUL7	79884.0
42	CDC5L	79572.0
43	RNF2	79452.0
44	RPS8	77820.0
45	HNRNPL	77802.0
46	AAR2	77718.0
47	RPS3	77304.0
48	PIH1D1	74514.0
49	RNF4	74148.0
50	UBE2M	73974.0
51	OBSL1	72762.0
52	FUS	72384.0
53	RPL6	72060.0
54	RPL10	72012.0
55	RPS2	71796.0
56	HUWE1	71568.0
57	PCBP1	70128.0
58	CYLD	69654.0
59	CDK9	68874.0
60	RC3H1	68520.0
61	RC3H2	67104.0
62	RPS3A	66630.0
63	RPL18	66486.0
64	SIRT7	66192.0
65	HSPA5	65526.0
66	EEF1A1	65220.0
67	RPL5	64608.0
68	RPS4X	64542.0
69	HNRNPM	64266.0
70	RPL7	64200.0
71	TNIP2	63966.0
72	RPL4	63804.0
73	LMNA	63018.0
74	SNW1	62874.0
75	RPA1	62736.0
76	RIOK1	62400.0
77	ILF3	60972.0
78	RPS14	60726.0
79	EZH2	60720.0
80	FBL	60522.0
81	KRAS	60462.0
82	TARDBP	60348.0
83	RPL35	60138.0
84	RPL8	59550.0
85	U2AF2	59466.0
